"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Iraq","IRQ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2044100000","6689000000","18966800000","27891200000","-2225200000","7402400000","30749000000","33594000000","22018282324.13","20322000000","-1789014222.13","2713640000","15149856000","35054700000","16620400000","-4198700000","27553600000","57917300000","26672686393.31",
"Iceland","ISL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","29400000","10200000","91800000","64800000","36900000","-8300000","-120000000","82200000","22800000","31100000","176400000","-20100000","-18000000","156300000","83430446.1063817","-79333014.50282","2192193.87270403","190173218.513954","313742795.481445","245049970.045878","37655630.593424","36002539.951174","-368288735.52405","-403170878.658511","-617467986.580397","-89616403.5056955","146668727.986714","-343251512.663181","-777489314.860015","-1976306948.76101","-2924139980.16283","-1961305703.27408","-637429123.582439","1055741552.91162","1355214988.04958","1173827117.15059","856624944.899408","1245053660.00605","1134583660.56906","1308423170.92443","1411455136.71967","1118762004.91036","922259921.3373","1125096499.53564","-286595787.687326","-444359604.848455","-31079670.4659147","177815650.332677",
"Israel","ISR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","-305000000","-396000000","","","","-456000000","-389000000","-465000000","-525000000","-738000000","-1087000000","-1142000000","-987000000","-2448000000","-2983000000","-3480000000","-2684000000","-1994000000","-2607000000","-3062000000","-2843000000","-3538300000","-3180200000","-3298100000","-2567000000","-1628500000","-1460000000","-3298700000","-2593100000","-1832900000","-2916000000","-5367800000","-4501900000","-6037300000","-6496800000","-7808400000","-7915600000","-5387100000","-2999200000","-3056600000","-203100000","-3165900000","-3513500000","-1027000000","135600000","-150100000","336000000","-1438600000","-1134900000","5360500000","4601500000","-393500000","-261800000","5543900000","4919500000","9472000000","6004200000","6855000000","3124800000","7278400000","16801000000","17556300000","15423100000","18844100000",
"Italy","ITA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","107680159.89232","811921589.513574","967058287.774415","-3328110291.39531","-7884887332.49248","-483144173.437663","-2741198142.21769","2216658010.91719","6178264390.36804","3805769085.2366","-12956080101.18","-9344323403.02935","-5696862256.04271","1877822085.63663","-1849362427.58583","-1954095748.03319","8469745735.80438","3607682228.02249","223324254.28476","-1994927194.35404","1461264916.58427","105589450.92382","174993071.02265","32207609508.2743","36945252882.4425","45325897739.875","62155136415.2245","47619296427.0847","39886976511.7094","21283617653.3336","9333284879.73141","13835427119.0986","9203889112.40754","6874316557.88138","9690602868.18181","-3242154509.71725","-17269793364.7159","-8130159638.9672","-18314564627.7725","-11245703356.1903","-38733375693.0732","-29571251353.2195","23450864653.0484","50079699804.1508","60112847272.8695","52526869354.6475","59977581596.7032","53893821749.4434","50617035662.4632","67357784672.6455","69265580610.0111","46497270286.9403","-32685085013.1358","29796223247.4336",
"Jamaica","JAM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-235300000","31300000","66700000","-52000000","-44700000","-298900000","-378500000","-301700000","-186400000","-241000000","94200000","30400000","-139200000","-434500000","-173000000","-69800000","-35000000","-377910000","-26300000","-335200000","-541500000","-665100000","-653700000","-531100000","-838300000","-1235100000","-1555635000","-1391056367.27278","-1365268208.68813","-1973546537.94346","-2315799601.46387","-3416441707.94729","-4374789039.06333","-2318012641.57243","-2449403098.03721","-3541151131.14738","-3327364252.56853","-3181127085.86494","-3051487394.97015","-2296499439.40425","-1837864661.5875","-2357736829.66205","-2090909129.16261","-2277619516.71902","-2663823121.73062","-3004608495.85861","-3302861296.59063","-2590760297.27008",
"Jordan","JOR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","-214759762.98906","-244087372.991584","-350210862.384551","-562241044.103424","-744013255.918511","-959770210.688483","-1119891306.36454","-1611339531.74241","-1652370330.54965","-2308152626.88924","-2391820851.04052","-2155056602.36291","-1919955270.24324","-1757678736.83417","-1518076283.99433","-1473602454.3704","-1331132245.52556","-597098146.496417","-1057576465.54587","-943964083.090545","-1655213821.88733","-1672340504.99393","-1410120691.61033","-1424008291.76841","-1752609308.88576","-1613399153.73766","-1560225669.95769","-1456417489.42172","-2256768734.10437","-2245311306.57059","-1831623568.03474","-2137408095.90973","-3408385738.18054","-5145482725.34556","-5029732778.56136","-6313059604.6278","-6529453560.05693","-5397612676.05634","-5489577464.78873","-7557323943.66198","-8668169014.08451","-9944366197.18309","-9460140845.07041","-8655633802.8169","-8292112676.05634","-8735492957.74648","-7823098591.5493","-5793422535.21127","-7979752112.67605","-9451830985.91549","-9275352112.67606","-6736056338.02817",
"Japan","JPN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21309371596.649","47450014246.5316","72968602319.8624","69164578262.6968","69091201723.8881","26480675041.2365","51601038995.8407","72487452621.7708","94230374346.5512","69911671152.1861","63045444315.0606","83502740418.5949","17341178492.6405","23251948662.5674","78197081417.2456","-39544359231.2282","-101198487543.672","-125128284733.983","-128605076447.102","-23275907631.1959","40443851155.2429","37636176718.9342","1405006849.0526","-8615189108.462","-7597675867.0135","-21810914913.444","-157922697027.439","-69106122532.8084",
"Kazakhstan","KAZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-126600000","-589000000","-558900000","-1051000000","172000000","1256354847.95967","-533514773.947675","-153214258.791614","1496098062.27504","3544189463.7045","6322004051.71502","9734725344.18396","10388580329.965","21722847597.8088","13012350650.8921","22543014687.3273","42077753327.7535","31304963815.1314","30420332103.2403","20809092206.124","2938881197.60969","6657846380.33749","14815137351.4283","19276723811.6837","14634103953.348","2771607555.29577","22128581996.022","33421052095.2906","18164058919.7899",
"Kenya","KEN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-175945251.817231","3226907.14726335","119373254.181896","-563951846.166764","-401856288.940806","-839062355.34332","-575407677.197497","-258003675.97105","-43270801.8519642","-101083157.725383","-60917289.0088306","-4437393.46279955","-426084265.745066","-460525945.083986","-643675851.542675","-476548601.120383","-130246378.005807","-21696732.0396686","-1296327284.1063","-1453451893.3539","-2395870743.78202","-2000541131.73103","-2970948723.01666","-4064850081.25341","-4119475591.48757","-987045307.056155","-1036959028.42705","-651650569.83269","-649327981.086305","-1007314078.38763","-1396557727.51619","-2225255504.46471","-2996249357.82223","-4268637872.35772","-3916539738.28787","-4548264829.46378","-6360159023.3274","-6710123651.45398","-7318068648.68627","-9035535132.25668","-7061068458.4589","-6258681910.57285","-8631668533.27337","-8603298972.28314","-8937167193.20538","-8006380266.5014","-10186155785.8549","-10651990575.187","-9420824665.95747",
"Kyrgyz Republic","KGZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-149128000","-124588000","-277981000","-469238000","-141433000","-333505457.676387","-178190622.864451","-81431570.3227834","-10874448.1416813","-78193781.96978","-134184764.262288","-183454392.47873","-449548169.479397","-967418638.097305","-1195504624.43461","-1982519089.12262","-1227974555.58166","-1534283797.18631","-1656613019.86043","-2917630516.89051","-2824203575.16016","-3169531477.13418","-2422081515.14236","-2339826753.14385","-2502182816.81419","-3126812246.84984","-2562487005.2788","-1615431956.90655","-2636032232.41209","-7027242104.26164","",
"Cambodia","KHM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-192800000","-243998000","-339600000","-405500000","-480200000","-355600000","-406960201.620193","-459298865.334548","-437693298.434776","-345516600.775898","-362074311.792298","-467199795.046385","-390066228.005889","-533988077.714102","-558177789.383339","-652116570.226236","-956406008.966637","-859163588.45271","-1674511916.47717","-1764889739.1141","-1927523603.86087","-1932612476.26817","-2126397118.17364","-2236506647.05702","-2244081820.13337","-2414809586.58477","-3448790454.64354","-4443118496.52217","-2267979722.06165","-12637667294.7229","-9261970319.21556","-1668160812.23954",
"Kiribati","KIR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","4061964.90274763","-22084970.3048677","-26963464.5021522","-25554264.9278839","-18089845.6462974","-11548730.7222372","-17294564.2024361","-18536416.351642","-24050889.9438446","-25701840.6266074","-27284588.7621612","-35244342.5609587","-27567547.5671322","-37271003.648764","-29703650.310086","-20796185.4650671","","","","","","","","","","","","-82729603.8857814","-90093150.1476165","-98821582.439446","-97231145.0692002","-103518494.461425","-131487736.273245","-146136824.00341","-151874727.242513","-159903554.35598","-156193181.730479","-161482389.696167","-165762053.960004","-151369620.262046","-144633338.514284","-127542338.760614","-191229247.994314","-251424746.809928","-276525125.91456",
"St. Kitts and Nevis","KNA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","-14418518.5185185","-16351851.8518518","-20422222.2222222","-26140740.7407407","-15937037.037037","-13844444.4444444","-14677777.7777778","-22222222.2222222","-31703703.7037037","-40196296.2962963","-49981481.4814815","-35007407.4074074","-12329629.6296296","-25366666.6666667","-22181481.4814815","-53681481.4814815","-65659259.2592593","-55918518.5185185","-48033333.3333333","-59237037.037037","-67054212.6178402","-56317052.3412744","-54584285.7530441","-29566539.7624767","27167738.1227793","31364513.4600781","3867385.30019155","-32159543.5581858","-56924774.9399615","-98693373.039649","-56137743.8956714","-22136930.8838518","14701133.6495752","38759567.0805629","77154125.7351497","3412908.18171489","-52313772.9991145","-37050120.02813","11971276.3003282","-36457072.5762208","-76302082.8809878","-18062680.6987668","-59927367.7777778","-96566434.8148147",
"Korea, Rep.","KOR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-254000000","282000000","-916000000","-3506000000","-5277100000","-4164300000","-3179100000","-1510900000","629200000","76200000","4437900000","9745300000","12575300000","3724100000","-3188400000","-8166700000","-3272400000","1663700000","-4433100000","-8398700000","-21978300000","-7989200000","42495100000","26488500000","14546800000","7140200000","8587300000","17292900000","34122600000","23508300000","11474300000","19396600000","5435400000","38717900000","33959500000","15957800000","43531800000","73930200000","82854900000","105649200000","99123300000","76858800000","80717400000","52966800000","65934700000","70444200000","8366900000","8432400000",
